Correctness Score,Concept Coverage,Reasoning Score,Missing Concepts,Engagement Score,Confidence Score,Hesitation Score,Eye Contact Score,Difficulty,Correct Streak,Wrong Streak,Policy
92,88,93,0,0.862,0.85,0.123,0.803,Easy,0,0,Increase Difficulty
88,65,68,2,0.808,0.715,0.44,0.589,Easy,0,1,Maintain Difficulty
97,93,97,0,0.962,0.938,0.058,0.876,Easy,0,0,Increase Difficulty
78,74,84,1,0.705,0.726,0.298,0.745,Easy,0,0,Ask Follow-up Question
73,71,82,3,0.617,0.554,0.341,0.665,Easy,2,0,Ask Follow-up Question
35,33,36,6,0.342,0.306,0.712,0.248,Medium,1,0,Reduce Difficulty
87,87,85,0,0.827,0.758,0.145,0.769,Medium,1,0,Ask Application Question
38,40,29,6,0.383,0.356,0.82,0.352,Hard,1,0,Reduce Difficulty
92,93,93,1,0.879,0.836,0.054,0.884,Easy,0,0,Increase Difficulty
46,31,40,4,0.373,0.362,0.709,0.256,Hard,1,0,Maintain Difficulty
74,70,79,2,0.59,0.612,0.446,0.653,Easy,1,0,Ask Follow-up Question
86,76,85,1,0.892,0.827,0.269,0.829,Easy,2,0,Ask Follow-up Question
37,40,35,4,0.427,0.294,0.713,0.379,Hard,0,5,Reduce Difficulty
94,89,91,0,0.864,0.86,0.154,0.845,Easy,0,0,Increase Difficulty
45,52,47,3,0.517,0.483,0.535,0.545,Medium,2,0,Reduce Difficulty
77,72,64,5,0.713,0.653,0.343,0.512,Medium,2,0,Probe Missing Concept
51,53,62,6,0.423,0.401,0.546,0.503,Easy,2,0,Probe Missing Concept
97,94,94,0,0.919,0.937,0.075,0.925,Easy,0,0,Increase Difficulty
82,73,86,1,0.81,0.765,0.258,0.711,Medium,0,1,Ask Follow-up Question
51,47,71,2,0.435,0.51,0.394,0.43,Medium,0,0,Maintain Difficulty
92,89,90,1,0.833,0.827,0.147,0.844,Easy,0,0,Increase Difficulty
95,89,94,0,0.914,0.89,0.124,0.847,Easy,0,0,Increase Difficulty
94,91,93,1,0.892,0.853,0.104,0.859,Easy,0,0,Increase Difficulty
51,44,51,4,0.48,0.243,0.644,0.391,Easy,1,0,Probe Missing Concept
81,82,81,2,0.644,0.642,0.273,0.657,Medium,0,1,Ask Application Question
93,90,94,1,0.885,0.852,0.094,0.837,Easy,0,0,Increase Difficulty
77,71,82,3,0.719,0.593,0.341,0.688,Easy,0,1,Ask Follow-up Question
49,54,63,5,0.487,0.386,0.452,0.523,Hard,0,2,Maintain Difficulty
98,94,94,0,0.937,0.923,0.086,0.945,Easy,0,0,Increase Difficulty
72,58,74,5,0.659,0.595,0.497,0.635,Easy,0,1,Probe Missing Concept
96,92,91,0,0.894,0.869,0.131,0.908,Easy,0,0,Increase Difficulty
64,56,62,5,0.574,0.484,0.522,0.499,Medium,2,0,Probe Missing Concept
97,93,92,0,0.921,0.88,0.111,0.946,Easy,0,0,Increase Difficulty
94,91,94,0,0.917,0.896,0.109,0.888,Hard,0,0,Switch Topic
49,38,48,6,0.484,0.3,0.607,0.351,Easy,0,1,Maintain Difficulty
60,60,65,4,0.555,0.461,0.456,0.545,Easy,0,1,Probe Missing Concept
85,84,87,0,0.802,0.69,0.209,0.84,Medium,0,1,Ask Application Question
86,76,90,2,0.96,0.81,0.132,0.767,Medium,2,0,Ask Follow-up Question
48,65,63,4,0.473,0.419,0.452,0.628,Medium,0,1,Maintain Difficulty
97,96,97,0,0.965,0.97,0.048,0.949,Hard,0,0,Switch Topic
89,85,87,0,0.882,0.797,0.183,0.81,Medium,2,0,Ask Application Question
90,88,87,0,0.901,0.802,0.119,0.825,Medium,0,2,Ask Application Question
87,86,85,2,0.775,0.832,0.175,0.761,Medium,0,1,Ask Application Question
54,50,56,5,0.477,0.364,0.578,0.434,Medium,0,0,Probe Missing Concept
32,35,38,5,0.323,0.28,0.67,0.293,Medium,0,4,Reduce Difficulty
73,52,55,3,0.679,0.538,0.556,0.473,Medium,1,0,Maintain Difficulty
48,40,32,5,0.529,0.426,0.771,0.347,Hard,0,4,Reduce Difficulty
82,82,84,2,0.667,0.68,0.258,0.734,Medium,0,1,Ask Application Question
27,18,21,8,0.209,0.137,0.94,0.027,Hard,1,0,Reduce Difficulty
74,70,81,4,0.675,0.683,0.362,0.726,Medium,0,1,Probe Missing Concept
39,39,42,8,0.246,0.268,0.724,0.258,Medium,0,1,Probe Missing Concept
52,52,44,3,0.608,0.54,0.594,0.536,Hard,1,0,Reduce Difficulty
21,26,21,8,0.134,0.134,0.924,0.16,Hard,0,4,Reduce Difficulty
90,87,91,0,0.918,0.817,0.117,0.934,Medium,0,0,Ask Application Question
92,87,92,1,0.865,0.813,0.154,0.796,Easy,0,0,Increase Difficulty
94,91,90,1,0.868,0.835,0.134,0.904,Easy,0,0,Increase Difficulty
39,55,39,5,0.413,0.454,0.654,0.58,Medium,0,4,Reduce Difficulty
96,90,90,0,0.87,0.866,0.163,0.894,Easy,0,0,Increase Difficulty
83,83,88,1,0.714,0.738,0.231,0.851,Medium,1,0,Ask Application Question
77,73,86,1,0.707,0.698,0.242,0.677,Medium,1,0,Ask Follow-up Question
27,28,18,5,0.27,0.106,0.961,0.198,Hard,0,2,Reduce Difficulty
93,92,95,0,0.903,0.908,0.087,0.881,Hard,0,0,Switch Topic
92,89,90,1,0.844,0.814,0.144,0.852,Easy,0,0,Increase Difficulty
50,57,64,6,0.415,0.417,0.504,0.538,Easy,0,2,Probe Missing Concept
85,86,84,2,0.726,0.767,0.161,0.737,Medium,1,0,Ask Application Question
64,60,68,3,0.596,0.547,0.422,0.564,Hard,1,0,Maintain Difficulty
27,27,19,7,0.222,0.163,0.969,0.16,Medium,0,4,Reduce Difficulty
60,59,65,2,0.531,0.568,0.461,0.541,Easy,0,2,Maintain Difficulty
35,46,28,7,0.325,0.38,0.837,0.447,Medium,0,2,Reduce Difficulty
94,93,96,0,0.944,0.915,0.054,0.901,Hard,0,0,Switch Topic
98,96,95,0,0.964,0.912,0.053,0.967,Easy,0,0,Increase Difficulty
83,76,91,2,0.887,0.782,0.106,0.737,Easy,1,0,Ask Follow-up Question
80,74,84,4,0.744,0.752,0.317,0.751,Medium,0,2,Probe Missing Concept
87,84,88,1,0.777,0.805,0.225,0.821,Medium,0,1,Ask Application Question
32,35,38,5,0.31,0.294,0.673,0.298,Medium,0,3,Reduce Difficulty
80,75,85,2,0.803,0.704,0.245,0.764,Easy,1,0,Ask Follow-up Question
40,43,32,7,0.372,0.447,0.783,0.391,Hard,0,4,Reduce Difficulty
80,80,79,3,0.573,0.659,0.333,0.593,Medium,0,2,Ask Application Question
78,62,72,3,0.775,0.564,0.449,0.619,Easy,0,2,Probe Missing Concept
47,59,55,4,0.456,0.399,0.535,0.564,Medium,2,0,Maintain Difficulty
57,54,59,3,0.527,0.481,0.513,0.498,Medium,0,1,Maintain Difficulty
48,45,45,3,0.563,0.46,0.562,0.431,Medium,0,4,Reduce Difficulty
70,71,70,6,0.589,0.689,0.359,0.58,Easy,1,0,Probe Missing Concept
96,92,92,1,0.905,0.853,0.118,0.908,Easy,0,0,Increase Difficulty
27,22,44,5,0.225,0.21,0.649,0.192,Easy,1,0,Maintain Difficulty
33,42,37,6,0.295,0.374,0.699,0.382,Hard,1,0,Reduce Difficulty
81,74,86,2,0.828,0.717,0.245,0.745,Medium,0,1,Ask Follow-up Question
50,67,55,4,0.497,0.416,0.537,0.652,Medium,1,0,Maintain Difficulty
75,78,84,3,0.725,0.681,0.244,0.774,Medium,0,1,Probe Missing Concept
53,71,73,3,0.508,0.529,0.355,0.682,Medium,0,1,Maintain Difficulty
95,91,93,0,0.906,0.897,0.131,0.893,Hard,0,0,Switch Topic
88,81,91,1,1.0,0.91,0.076,0.9,Medium,0,1,Ask Follow-up Question
83,84,84,0,0.727,0.667,0.2,0.759,Medium,1,0,Ask Application Question
45,44,48,7,0.32,0.341,0.671,0.325,Easy,0,3,Probe Missing Concept
78,78,75,4,0.732,0.713,0.257,0.651,Medium,1,0,Probe Missing Concept
80,76,86,1,0.784,0.756,0.214,0.783,Easy,0,1,Ask Follow-up Question
56,39,67,4,0.509,0.461,0.434,0.345,Hard,1,0,Maintain Difficulty
83,82,83,1,0.705,0.677,0.284,0.708,Medium,1,0,Ask Application Question
56,47,66,7,0.43,0.498,0.642,0.537,Easy,0,1,Probe Missing Concept
49,29,44,7,0.389,0.257,0.844,0.282,Medium,1,0,Probe Missing Concept
97,92,93,0,0.943,0.887,0.108,0.921,Easy,0,0,Increase Difficulty
36,42,41,5,0.384,0.365,0.628,0.403,Medium,0,4,Reduce Difficulty
65,66,70,5,0.592,0.559,0.403,0.592,Medium,1,0,Probe Missing Concept
70,57,70,4,0.699,0.499,0.385,0.541,Medium,1,0,Maintain Difficulty
92,88,90,1,0.839,0.819,0.151,0.828,Easy,0,0,Increase Difficulty
64,62,71,7,0.524,0.629,0.468,0.586,Medium,1,0,Probe Missing Concept
46,47,41,4,0.408,0.358,0.692,0.429,Hard,2,0,Maintain Difficulty
42,47,37,7,0.395,0.502,0.702,0.439,Hard,1,0,Reduce Difficulty
82,74,90,1,0.846,0.774,0.148,0.707,Easy,0,1,Ask Follow-up Question
80,74,84,2,0.761,0.702,0.291,0.765,Medium,1,0,Ask Follow-up Question
70,74,84,1,0.512,0.639,0.257,0.664,Easy,1,0,Ask Follow-up Question
66,61,59,5,0.577,0.535,0.462,0.457,Easy,1,0,Probe Missing Concept
85,86,86,1,0.758,0.769,0.177,0.775,Medium,0,1,Ask Application Question
54,39,46,2,0.414,0.508,0.671,0.323,Hard,1,0,Maintain Difficulty
95,94,94,0,0.925,0.919,0.077,0.935,Hard,0,0,Switch Topic
41,43,38,4,0.452,0.396,0.674,0.402,Hard,2,0,Reduce Difficulty
94,89,92,0,0.883,0.866,0.139,0.849,Easy,0,0,Increase Difficulty
89,86,88,1,0.838,0.84,0.177,0.833,Medium,2,0,Ask Application Question
53,62,56,6,0.431,0.452,0.446,0.431,Medium,1,0,Probe Missing Concept
95,94,94,0,0.91,0.892,0.066,0.921,Easy,0,0,Increase Difficulty
96,93,94,0,0.93,0.929,0.105,0.922,Hard,0,0,Switch Topic
7,31,41,6,0.056,0.101,0.666,0.293,Hard,2,0,Maintain Difficulty
96,95,94,0,0.922,0.914,0.065,0.934,Easy,0,0,Increase Difficulty
90,85,87,2,0.845,0.878,0.212,0.783,Medium,0,1,Ask Application Question
55,49,69,2,0.475,0.541,0.418,0.44,Medium,1,0,Maintain Difficulty
95,93,95,1,0.95,0.891,0.078,0.908,Hard,0,0,Switch Topic
53,53,68,5,0.448,0.427,0.552,0.582,Medium,1,0,Probe Missing Concept
96,95,94,0,0.909,0.915,0.073,0.93,Easy,0,0,Increase Difficulty
90,89,89,1,0.802,0.809,0.143,0.832,Easy,0,0,Increase Difficulty
97,96,97,0,0.966,0.96,0.044,0.955,Hard,0,0,Switch Topic
85,79,81,2,0.748,0.689,0.349,0.656,Medium,0,1,Ask Application Question
93,89,93,0,0.88,0.868,0.119,0.834,Easy,0,0,Increase Difficulty
57,53,46,8,0.415,0.487,0.579,0.285,Easy,0,2,Probe Missing Concept
61,57,58,7,0.494,0.525,0.523,0.438,Medium,1,0,Probe Missing Concept
46,51,42,4,0.51,0.488,0.612,0.52,Hard,0,4,Reduce Difficulty
93,92,92,0,0.876,0.884,0.103,0.908,Hard,0,0,Switch Topic
72,83,85,3,0.687,0.685,0.182,0.782,Easy,0,1,Probe Missing Concept
61,63,47,4,0.686,0.74,0.565,0.68,Hard,0,3,Reduce Difficulty
63,61,67,5,0.557,0.541,0.464,0.556,Easy,0,1,Probe Missing Concept
71,68,84,3,0.615,0.509,0.296,0.531,Easy,0,0,Ask Follow-up Question
68,63,73,4,0.643,0.549,0.434,0.634,Medium,0,1,Probe Missing Concept
95,94,92,0,0.902,0.893,0.101,0.946,Hard,0,0,Switch Topic
50,62,60,6,0.4,0.457,0.443,0.483,Easy,0,1,Probe Missing Concept
61,64,67,5,0.628,0.455,0.413,0.625,Easy,2,0,Maintain Difficulty
63,66,91,3,0.638,0.566,0.173,0.641,Easy,0,0,Maintain Difficulty
83,86,82,1,0.721,0.695,0.17,0.691,Medium,1,0,Ask Application Question
76,72,84,2,0.683,0.668,0.288,0.661,Medium,0,1,Ask Follow-up Question
91,86,90,0,0.95,0.811,0.164,0.896,Medium,2,0,Ask Application Question
95,93,93,0,0.903,0.904,0.103,0.93,Hard,0,0,Switch Topic
66,77,62,3,0.614,0.591,0.475,0.735,Easy,1,0,Maintain Difficulty
56,72,74,4,0.563,0.499,0.334,0.699,Hard,0,2,Maintain Difficulty
86,84,85,2,0.753,0.789,0.238,0.763,Medium,0,1,Ask Application Question
77,69,82,3,0.71,0.599,0.374,0.629,Easy,0,1,Ask Follow-up Question
54,42,53,4,0.487,0.417,0.572,0.381,Hard,0,1,Maintain Difficulty
58,55,69,5,0.521,0.459,0.524,0.592,Medium,0,1,Probe Missing Concept
74,72,83,2,0.623,0.631,0.317,0.661,Medium,2,0,Ask Follow-up Question
92,87,88,0,0.936,0.851,0.131,0.832,Medium,1,0,Ask Application Question
30,28,38,6,0.278,0.269,0.678,0.179,Medium,0,3,Reduce Difficulty
73,69,80,3,0.611,0.533,0.418,0.622,Easy,1,0,Ask Follow-up Question
27,31,29,6,0.242,0.217,0.802,0.236,Medium,1,0,Reduce Difficulty
47,59,62,2,0.405,0.499,0.476,0.549,Easy,1,0,Maintain Difficulty
69,67,69,3,0.673,0.528,0.38,0.596,Medium,1,0,Probe Missing Concept
78,69,85,2,0.755,0.668,0.307,0.587,Easy,1,0,Ask Follow-up Question
56,49,54,8,0.4,0.512,0.634,0.38,Medium,0,1,Probe Missing Concept
78,75,55,6,0.69,0.688,0.311,0.395,Medium,1,0,Probe Missing Concept
79,71,85,2,0.754,0.687,0.287,0.66,Medium,0,1,Ask Follow-up Question
79,89,81,1,0.741,0.755,0.293,0.848,Hard,0,2,Maintain Difficulty
78,76,87,2,0.756,0.663,0.183,0.751,Medium,2,0,Ask Follow-up Question
92,92,93,0,0.837,0.894,0.082,0.846,Easy,0,0,Increase Difficulty
72,68,82,3,0.613,0.53,0.361,0.579,Medium,2,0,Ask Follow-up Question
58,71,62,2,0.508,0.585,0.484,0.663,Hard,0,2,Maintain Difficulty
83,81,86,2,0.695,0.716,0.295,0.783,Medium,2,0,Ask Application Question
91,88,90,1,0.845,0.833,0.157,0.857,Hard,0,0,Switch Topic
57,49,63,4,0.546,0.437,0.466,0.454,Medium,2,0,Maintain Difficulty
88,88,88,0,0.889,0.774,0.089,0.841,Medium,1,0,Ask Application Question
80,75,88,1,0.776,0.777,0.179,0.72,Easy,0,1,Ask Follow-up Question
97,93,95,0,0.951,0.934,0.091,0.932,Hard,0,0,Switch Topic
65,61,68,5,0.577,0.56,0.467,0.567,Easy,2,0,Probe Missing Concept
64,49,75,6,0.553,0.556,0.609,0.646,Easy,1,0,Probe Missing Concept
45,43,47,7,0.443,0.569,0.561,0.389,Hard,0,4,Reduce Difficulty
91,87,89,0,0.917,0.863,0.136,0.872,Medium,1,0,Ask Application Question
30,33,27,5,0.312,0.184,0.823,0.264,Hard,0,3,Reduce Difficulty
84,78,89,1,0.886,0.824,0.152,0.823,Easy,0,1,Ask Follow-up Question
96,91,90,1,0.888,0.848,0.15,0.91,Easy,0,0,Increase Difficulty
94,91,96,0,0.933,0.878,0.073,0.836,Easy,0,0,Increase Difficulty
66,61,75,5,0.6,0.565,0.455,0.657,Easy,1,0,Probe Missing Concept
68,62,69,4,0.636,0.546,0.45,0.588,Easy,0,2,Probe Missing Concept
96,92,95,0,0.923,0.932,0.101,0.881,Easy,0,0,Increase Difficulty
42,44,32,5,0.447,0.401,0.779,0.407,Hard,0,3,Reduce Difficulty
65,49,63,6,0.553,0.53,0.616,0.502,Easy,1,0,Probe Missing Concept
40,39,39,6,0.307,0.189,0.711,0.238,Medium,1,0,Probe Missing Concept
87,85,89,1,0.796,0.807,0.182,0.871,Medium,0,1,Ask Application Question
76,69,82,3,0.716,0.581,0.366,0.623,Easy,1,0,Ask Follow-up Question
50,55,58,6,0.528,0.339,0.496,0.54,Hard,1,0,Maintain Difficulty
94,93,95,0,0.91,0.9,0.054,0.871,Easy,0,0,Increase Difficulty
96,96,96,0,0.952,0.951,0.031,0.948,Hard,0,0,Switch Topic
81,83,85,2,0.652,0.706,0.239,0.77,Medium,0,1,Ask Application Question
82,89,81,2,0.82,0.72,0.119,0.737,Medium,2,0,Probe Missing Concept
81,76,87,1,0.78,0.811,0.201,0.754,Easy,1,0,Ask Follow-up Question
40,50,55,6,0.321,0.268,0.57,0.431,Medium,0,1,Probe Missing Concept
97,95,96,0,0.972,0.939,0.053,0.944,Hard,0,0,Switch Topic
83,78,88,1,0.866,0.797,0.164,0.841,Medium,0,1,Ask Follow-up Question
95,93,95,0,0.941,0.92,0.071,0.915,Hard,0,0,Switch Topic
89,84,87,1,0.838,0.833,0.237,0.807,Medium,0,1,Ask Application Question
48,52,49,5,0.467,0.358,0.595,0.494,Easy,1,0,Maintain Difficulty
70,73,77,4,0.635,0.645,0.317,0.677,Easy,0,1,Probe Missing Concept
90,82,86,2,0.853,0.834,0.295,0.769,Medium,3,0,Ask Application Question
39,36,32,5,0.42,0.318,0.766,0.3,Medium,0,2,Reduce Difficulty
28,42,30,7,0.23,0.309,0.802,0.382,Medium,0,2,Reduce Difficulty
78,79,84,3,0.755,0.701,0.243,0.77,Easy,1,0,Probe Missing Concept
95,96,94,0,0.909,0.885,0.042,0.935,Easy,0,0,Increase Difficulty
95,92,94,1,0.923,0.869,0.083,0.88,Easy,0,0,Increase Difficulty
86,86,82,1,0.779,0.76,0.167,0.686,Medium,0,1,Ask Application Question
39,45,36,5,0.416,0.387,0.7,0.44,Medium,1,0,Reduce Difficulty
75,72,89,3,0.729,0.617,0.166,0.608,Easy,0,0,Ask Follow-up Question
75,71,64,3,0.73,0.581,0.34,0.53,Easy,0,1,Probe Missing Concept
24,31,24,8,0.144,0.24,0.895,0.208,Hard,0,4,Reduce Difficulty
77,72,85,1,0.696,0.691,0.286,0.663,Medium,1,0,Ask Follow-up Question
74,56,70,4,0.714,0.564,0.399,0.526,Medium,1,0,Maintain Difficulty
95,91,94,0,0.928,0.906,0.113,0.892,Hard,0,0,Switch Topic
74,71,84,2,0.614,0.651,0.304,0.643,Medium,0,0,Ask Follow-up Question
68,70,81,5,0.604,0.659,0.361,0.73,Medium,2,0,Probe Missing Concept
24,31,26,6,0.215,0.154,0.842,0.242,Medium,0,3,Reduce Difficulty
76,78,84,3,0.704,0.624,0.22,0.826,Easy,0,1,Ask Follow-up Question
56,41,66,4,0.52,0.443,0.437,0.376,Easy,1,0,Maintain Difficulty
80,71,86,1,0.771,0.735,0.271,0.63,Easy,0,1,Ask Follow-up Question
100,95,97,0,0.985,0.97,0.06,0.949,Easy,0,0,Increase Difficulty
76,71,83,2,0.676,0.633,0.338,0.672,Medium,0,1,Ask Follow-up Question
66,61,68,5,0.578,0.571,0.465,0.563,Medium,1,0,Probe Missing Concept
34,35,31,6,0.328,0.301,0.787,0.276,Medium,0,3,Reduce Difficulty
29,37,22,5,0.3,0.165,0.9,0.33,Hard,0,5,Reduce Difficulty
95,92,91,0,0.885,0.894,0.131,0.927,Hard,0,0,Switch Topic
94,94,95,0,0.925,0.914,0.059,0.921,Hard,0,0,Switch Topic
30,29,31,6,0.265,0.245,0.787,0.2,Hard,1,0,Reduce Difficulty
62,67,68,5,0.552,0.549,0.38,0.577,Medium,1,0,Probe Missing Concept
83,83,78,2,0.687,0.666,0.261,0.583,Medium,0,0,Ask Application Question
41,42,43,4,0.464,0.384,0.597,0.404,Medium,0,4,Reduce Difficulty
96,96,95,0,0.927,0.927,0.036,0.945,Easy,0,0,Increase Difficulty
72,71,70,4,0.663,0.623,0.347,0.596,Easy,1,0,Probe Missing Concept
98,93,96,0,0.949,0.952,0.085,0.914,Easy,0,0,Increase Difficulty
92,90,91,0,0.857,0.858,0.141,0.873,Hard,0,0,Switch Topic
69,65,81,5,0.615,0.658,0.417,0.717,Medium,0,1,Probe Missing Concept
97,95,95,0,0.963,0.929,0.07,0.95,Hard,0,0,Switch Topic
86,80,86,3,0.728,0.802,0.334,0.758,Medium,0,1,Ask Application Question
52,49,60,4,0.489,0.42,0.492,0.461,Easy,1,0,Maintain Difficulty
79,67,72,4,0.747,0.646,0.397,0.616,Easy,2,0,Probe Missing Concept
42,31,27,5,0.465,0.297,0.847,0.225,Medium,0,4,Reduce Difficulty
85,81,82,2,0.744,0.729,0.297,0.671,Medium,0,1,Ask Application Question
58,60,51,3,0.504,0.519,0.593,0.556,Easy,1,0,Maintain Difficulty
51,53,47,8,0.359,0.443,0.572,0.299,Medium,2,0,Probe Missing Concept
77,60,68,2,0.701,0.645,0.431,0.551,Easy,0,1,Maintain Difficulty
95,93,93,0,0.897,0.881,0.097,0.906,Easy,0,0,Increase Difficulty
33,36,35,6,0.313,0.331,0.726,0.295,Medium,0,4,Reduce Difficulty
88,89,92,0,0.858,0.836,0.079,0.965,Medium,0,1,Ask Application Question
58,58,73,4,0.555,0.434,0.476,0.652,Medium,2,0,Probe Missing Concept
86,87,84,0,0.8,0.741,0.146,0.732,Medium,0,1,Ask Application Question
47,74,41,3,0.417,0.465,0.691,0.704,Medium,2,0,Maintain Difficulty
39,38,36,6,0.393,0.382,0.709,0.331,Hard,0,4,Reduce Difficulty
85,79,85,2,0.748,0.722,0.356,0.746,Medium,2,0,Ask Application Question
36,27,31,5,0.372,0.246,0.78,0.161,Medium,0,4,Reduce Difficulty
92,90,91,1,0.855,0.83,0.129,0.844,Easy,0,0,Increase Difficulty
99,94,96,0,0.97,0.942,0.067,0.937,Easy,0,0,Increase Difficulty
84,77,80,3,0.688,0.674,0.424,0.627,Medium,2,0,Ask Application Question
78,78,89,1,0.718,0.782,0.114,0.767,Easy,2,0,Ask Follow-up Question
96,92,94,0,0.912,0.906,0.101,0.904,Easy,0,0,Increase Difficulty
78,75,87,2,0.774,0.692,0.179,0.723,Easy,0,1,Ask Follow-up Question
43,57,54,5,0.427,0.358,0.537,0.548,Medium,0,2,Maintain Difficulty
90,83,86,0,0.917,0.757,0.239,0.797,Medium,1,0,Ask Application Question
71,64,70,5,0.654,0.604,0.43,0.595,Medium,1,0,Probe Missing Concept
35,43,32,5,0.346,0.336,0.771,0.413,Hard,0,3,Reduce Difficulty
86,90,86,0,0.806,0.767,0.061,0.786,Medium,0,1,Ask Application Question
33,35,30,6,0.3,0.295,0.803,0.273,Hard,2,0,Reduce Difficulty
48,60,61,4,0.475,0.4,0.471,0.579,Hard,1,0,Maintain Difficulty
29,35,33,6,0.262,0.275,0.741,0.286,Medium,0,4,Reduce Difficulty
62,64,76,1,0.541,0.638,0.352,0.595,Medium,1,0,Maintain Difficulty
95,90,94,1,0.926,0.875,0.128,0.883,Hard,0,0,Switch Topic
85,83,87,2,0.731,0.753,0.256,0.799,Medium,0,1,Ask Application Question
95,93,94,1,0.939,0.89,0.083,0.93,Hard,0,0,Switch Topic
91,88,89,0,0.927,0.849,0.103,0.873,Medium,0,1,Ask Application Question
27,43,33,4,0.283,0.206,0.731,0.422,Hard,0,4,Reduce Difficulty
90,87,89,1,0.809,0.786,0.162,0.802,Easy,0,0,Increase Difficulty
95,93,92,1,0.897,0.87,0.088,0.92,Easy,0,0,Increase Difficulty
67,61,71,5,0.61,0.555,0.455,0.613,Easy,0,1,Probe Missing Concept
90,83,88,0,0.897,0.817,0.257,0.846,Medium,0,1,Ask Application Question
95,94,93,1,0.929,0.884,0.084,0.938,Hard,0,0,Switch Topic
77,69,82,2,0.705,0.621,0.396,0.629,Easy,0,0,Ask Follow-up Question
54,49,54,6,0.554,0.349,0.537,0.467,Hard,0,2,Maintain Difficulty
89,86,86,1,0.842,0.827,0.174,0.79,Medium,0,0,Ask Application Question
87,88,88,0,0.825,0.808,0.112,0.842,Medium,2,0,Ask Application Question
89,85,86,0,0.884,0.791,0.191,0.797,Medium,3,0,Ask Application Question
78,71,86,2,0.73,0.68,0.263,0.639,Easy,0,1,Ask Follow-up Question
83,77,86,2,0.862,0.736,0.212,0.836,Medium,1,0,Ask Follow-up Question
33,32,25,6,0.329,0.233,0.874,0.246,Hard,1,0,Reduce Difficulty
75,75,81,1,0.684,0.722,0.299,0.7,Easy,0,1,Maintain Difficulty
57,51,49,3,0.487,0.488,0.622,0.462,Hard,0,0,Maintain Difficulty
86,86,85,0,0.805,0.743,0.164,0.759,Medium,0,1,Ask Application Question
95,95,95,0,0.935,0.922,0.054,0.937,Hard,0,0,Switch Topic
97,96,94,0,0.94,0.918,0.048,0.958,Easy,0,0,Increase Difficulty
95,93,95,0,0.916,0.906,0.074,0.886,Easy,0,0,Increase Difficulty
86,84,86,1,0.784,0.759,0.207,0.794,Medium,3,0,Ask Application Question
81,83,82,2,0.654,0.656,0.245,0.698,Medium,2,0,Ask Application Question
82,82,83,1,0.69,0.654,0.254,0.71,Medium,1,0,Ask Application Question
76,67,83,3,0.717,0.594,0.368,0.569,Medium,0,0,Ask Follow-up Question
72,69,84,2,0.589,0.591,0.304,0.575,Medium,1,0,Ask Follow-up Question
36,48,34,5,0.363,0.39,0.731,0.483,Hard,0,5,Reduce Difficulty
85,86,87,1,0.755,0.748,0.173,0.824,Medium,1,0,Ask Application Question
23,35,24,7,0.165,0.186,0.882,0.285,Medium,0,4,Reduce Difficulty
48,59,55,3,0.437,0.44,0.54,0.553,Hard,1,0,Maintain Difficulty
87,75,90,1,0.981,0.846,0.172,0.776,Easy,1,0,Ask Follow-up Question
96,94,96,1,0.963,0.882,0.046,0.904,Easy,0,0,Increase Difficulty
97,93,94,1,0.951,0.887,0.082,0.916,Easy,0,0,Increase Difficulty
67,76,75,4,0.688,0.543,0.333,0.74,Medium,0,1,Maintain Difficulty
94,92,92,0,0.875,0.872,0.11,0.88,Easy,0,0,Increase Difficulty
93,91,92,1,0.884,0.869,0.109,0.895,Hard,0,0,Switch Topic
28,32,34,7,0.212,0.287,0.745,0.23,Medium,1,0,Reduce Difficulty
73,67,77,4,0.618,0.467,0.513,0.612,Medium,1,0,Ask Follow-up Question
94,92,92,0,0.864,0.899,0.11,0.871,Easy,0,0,Increase Difficulty
73,74,85,2,0.607,0.633,0.231,0.691,Easy,0,2,Ask Follow-up Question
85,78,82,2,0.716,0.71,0.379,0.676,Medium,0,1,Ask Application Question
86,84,88,1,0.798,0.757,0.226,0.847,Medium,1,0,Ask Application Question
49,42,42,2,0.596,0.404,0.612,0.397,Medium,0,4,Reduce Difficulty
85,86,86,1,0.764,0.75,0.168,0.782,Medium,2,0,Ask Application Question
71,79,70,0,0.6,0.75,0.42,0.735,Hard,0,1,Maintain Difficulty
60,71,67,4,0.546,0.506,0.324,0.567,Medium,0,1,Probe Missing Concept
41,27,39,6,0.397,0.221,0.696,0.24,Hard,0,2,Maintain Difficulty
71,55,68,5,0.642,0.579,0.547,0.563,Easy,0,1,Probe Missing Concept
57,57,74,6,0.459,0.555,0.518,0.639,Medium,2,0,Probe Missing Concept
87,83,88,3,0.74,0.847,0.278,0.815,Medium,2,0,Ask Application Question
93,93,94,0,0.894,0.899,0.084,0.901,Hard,0,0,Switch Topic
91,85,84,1,0.871,0.843,0.222,0.705,Medium,0,1,Ask Application Question
33,53,41,5,0.311,0.287,0.672,0.509,Easy,0,2,Maintain Difficulty
97,94,95,0,0.941,0.912,0.07,0.931,Easy,0,0,Increase Difficulty
79,70,85,1,0.706,0.754,0.315,0.622,Easy,2,0,Ask Follow-up Question
29,38,35,6,0.247,0.297,0.721,0.331,Hard,0,1,Reduce Difficulty
81,67,90,3,0.802,0.66,0.194,0.632,Hard,1,0,Maintain Difficulty
